Customer_ID,Chain,Gender,Offer_ID,Market,Previous_Interactions,Brand,Sales_Price,Purchase_Price,Sales_Expense,Profit_Margin,Offer_Incentive_Sent_Via,Channel,Response_Time,Conversion,Competitor_Price,Price_Difference,Preferred_Channel,Profit
38,68,Male,Offer2,East,0,Brand3,41000.0,29578.478152953823,2775.454777948203,8646.067069097973,Generic_App_Notification,Phone,10.664742608800085,0,39930.44384527576,1069.5561547242396,In_Person,0.0
39,61,Male,Offer1,North,1,Brand4,29000.0,24614.73937252392,3195.5562539829493,1189.7043734931308,Generic_App_Notification,Online,42.97338320902955,0,27790.256543495987,1209.743456504013,Phone,0.0
40,69,Male,Offer2,East,6,Brand4,32000.0,26107.89268116689,3382.7567890500463,2509.350529783064,Generic_App_Notification,Online,40.627574177426126,1,33107.58418694396,-1107.584186943961,Online,2509.350529783064
41,20,Female,Offer2,East,0,Brand3,21000.0,16204.403104060852,3362.222401641358,1433.3744942977903,Personalized_Email,Online,8.982236195602864,1,21194.957661898003,-194.9576618980027,Phone,1433.3744942977903
42,54,Female,Offer1,East,5,Brand1,38000.0,27201.482209090947,1137.9988896441755,9660.518901264875,Generic_App_Notification,Online,21.209995248382043,1,37481.944701875655,518.0552981243454,Phone,9660.518901264875
43,68,Female,Offer1,East,1,Brand2,33000.0,27091.260964988487,4275.369731591811,1633.3693034197022,Generic_App_Notification,Phone,31.04849741593828,0,32824.04393608809,175.95606391190813,Online,0.0
44,24,Male,Offer1,North,3,Brand4,48000.0,33853.82287750956,1779.4112762993518,12366.765846191083,Personalized_Email,In_Person,38.418423100043256,1,49751.171364526504,-1751.1713645265045,Phone,12366.765846191083
45,38,Female,Offer1,North,3,Brand4,39000.0,31210.00037333886,2169.368511135443,5620.631115525698,Personalized_Email,Online,45.2612719620729,1,38297.38967147285,702.6103285271529,Online,5620.631115525698
46,26,Male,Offer2,North,2,Brand1,32000.0,26266.93488507939,1693.7180800827018,4039.347034837908,Generic_App_Notification,In_Person,23.62658626785147,0,31616.553751856016,383.4462481439841,Online,0.0
47,56,Male,Offer3,East,2,Brand1,28000.0,23702.132984810123,4068.306630143511,229.5603850463658,Personalized_Email,Phone,53.38170675807456,1,28745.02515018884,-745.0251501888379,In_Person,229.5603850463658
48,35,Male,Offer1,West,2,Brand1,47000.0,42218.54556171355,3334.631970501678,1446.8224677847695,Generic_App_Notification,In_Person,29.512406755344163,0,45592.45627129219,1407.5437287078094,In_Person,0.0
49,21,Male,Offer1,West,2,Brand2,20000.0,15040.37485403106,4021.184611008205,938.440534960734,Generic_App_Notification,In_Person,27.758720977590016,1,20318.525104673223,-318.5251046732228,Online,938.440534960734
50,42,Male,Offer2,North,4,Brand3,30000.0,22934.33892824085,3613.5936217172016,3452.0674500419486,Generic_App_Notification,In_Person,35.617247539155876,0,29802.97141637787,197.0285836221301,Online,0.0
51,31,Female,Offer3,West,2,Brand4,48000.0,36874.99532936632,1416.6345376776076,9708.370132956072,Generic_App_Notification,Phone,33.10790516696766,0,48000.76111486468,-0.7611148646828951,Online,0.0
52,67,Female,Offer2,West,1,Brand2,40000.0,33852.66169487068,2205.9991034040213,3941.339201725299,Generic_App_Notification,Phone,32.54883874893189,1,41147.52062248321,-1147.5206224832073,Online,3941.339201725299
53,26,Male,Offer2,West,2,Brand1,36000.0,31909.09873144402,3029.0606383604854,1061.8406301954938,Generic_App_Notification,Phone,49.961611416089305,1,37775.27648273377,-1775.276482733767,Phone,1061.8406301954938
54,43,Female,Offer2,West,3,Brand4,26000.0,23266.48349782411,2219.7801257254546,513.7363764504366,Generic_App_Notification,In_Person,32.473706085755715,1,26861.931002450623,-861.931002450623,Online,513.7363764504366
55,19,Male,Offer1,West,3,Brand4,45000.0,40012.30229902316,1829.2156176244655,3158.482083352372,Generic_App_Notification,Online,20.157257199611816,0,43472.44784863172,1527.5521513682834,In_Person,0.0
56,37,Male,Offer1,South,1,Brand2,26000.0,22772.791640119267,4479.247876266399,-1252.0395163856656,Generic_App_Notification,Online,21.602451143495863,1,25283.83477162501,716.16522837499,Online,-1252.0395163856656
57,45,Male,Offer2,North,3,Brand1,27000.0,24251.277818631406,3991.134700861503,-1242.4125194929095,Personalized_Email,In_Person,44.72624682026792,1,26756.812288275523,243.18771172447669,In_Person,-1242.4125194929095
58,64,Female,Offer2,East,3,Brand1,26000.0,20154.91777953938,2380.8802422167064,3464.201978243913,Generic_App_Notification,Online,36.83829153937107,1,26569.988951742667,-569.9889517426673,Online,3464.201978243913
59,24,Male,Offer2,West,1,Brand3,25000.0,22241.60659999353,4060.049450515594,-1301.6560505091247,Generic_App_Notification,Online,14.436510388593932,0,25023.427913300577,-23.42791330057662,Phone,-0.0
60,61,Male,Offer2,South,1,Brand1,49000.0,41757.995631479935,3510.154473780912,3731.8498947391536,Generic_App_Notification,In_Person,13.944747696935613,1,50968.82330875189,-1968.8233087518893,Phone,3731.8498947391536
61,25,Female,Offer2,East,0,Brand2,38000.0,27880.294932412635,1015.142934529587,9104.562133057778,Generic_App_Notification,Phone,30.25054551132904,0,36284.96682541658,1715.0331745834192,Online,0.0
62,64,Female,Offer1,South,1,Brand3,39000.0,27654.628465442176,2521.0481040465397,8824.323430511284,Generic_App_Notification,Online,36.16488374788182,0,38058.21621737069,941.7837826293108,In_Person,0.0
63,52,Female,Offer2,West,2,Brand3,49000.0,36401.942787129155,2161.9499967773218,10436.107216093522,Generic_App_Notification,Phone,23.21952356553602,0,47624.430802911,1375.5691970889966,Phone,0.0
64,31,Male,Offer1,West,4,Brand3,27000.0,23105.256071153184,1871.6344868235872,2023.1094420232284,Generic_App_Notification,Online,13.19829750709639,0,27659.261558275328,-659.2615582753278,In_Person,0.0
65,34,Male,Offer1,West,3,Brand3,20000.0,16526.787524903535,2006.3575762833796,1466.8548988130854,Personalized_Email,In_Person,18.748282650876924,1,19929.543096378577,70.45690362142341,In_Person,1466.8548988130854
66,53,Female,Offer2,West,1,Brand3,38000.0,28305.10755583481,4769.45938630209,4925.433057863104,Generic_App_Notification,In_Person,46.45751097307711,1,36157.04955467013,1842.9504453298723,Phone,4925.433057863104
67,67,Male,Offer3,East,3,Brand2,35000.0,29693.450181299515,2945.2682719661493,2361.2815467343357,Personalized_Email,Phone,34.96970012032584,1,35957.028633500915,-957.028633500915,Online,2361.2815467343357
68,57,Female,Offer3,East,4,Brand4,34000.0,24760.99122817978,4390.834872896478,4848.173898923741,Personalized_Email,Phone,40.00082063378416,1,33530.130730749086,469.86926925091393,In_Person,4848.173898923741
69,21,Female,Offer2,South,2,Brand1,22000.0,19016.102132978256,1856.86860861193,1127.0292584098138,Personalized_Email,Phone,41.64993317635535,1,21473.012788617016,526.9872113829842,In_Person,1127.0292584098138
70,19,Male,Offer1,North,3,Brand4,34000.0,29200.29463660098,1697.6151985837932,3102.0901648152285,Personalized_Email,Phone,23.73993792245645,1,32921.24011907116,1078.7598809288393,Online,3102.0901648152285
71,23,Male,Offer1,West,1,Brand4,29000.0,25940.940630095083,4555.158353255639,-1496.098983350722,Generic_App_Notification,In_Person,26.269649997130696,0,30293.435341504148,-1293.4353415041478,Online,-0.0
72,59,Female,Offer3,South,0,Brand1,28000.0,20441.56556192418,2982.8187431298716,4575.615694945947,Generic_App_Notification,In_Person,28.319946144117843,1,29237.70647739051,-1237.7064773905113,Phone,4575.615694945947
73,21,Female,Offer2,South,1,Brand1,27000.0,23795.710169838843,4580.608501249651,-1376.3186710884947,Generic_App_Notification,In_Person,34.16684835748071,1,25856.692798090633,1143.307201909367,Phone,-1376.3186710884947
74,46,Female,Offer2,South,1,Brand4,30000.0,23046.61598233103,1252.1154114850997,5701.26860618387,Personalized_Email,Phone,40.895048434294274,1,29198.302078958757,801.6979210412428,Online,5701.26860618387
75,35,Female,Offer2,West,3,Brand1,31000.0,24279.57116173093,4665.742088705231,2054.686749563837,Personalized_Email,In_Person,48.698814523881474,1,31452.969898456828,-452.9698984568277,Online,2054.686749563837
76,43,Male,Offer2,West,1,Brand3,29000.0,23016.981364743264,2661.781265368892,3321.237369887844,Generic_App_Notification,In_Person,38.143021697351976,0,29494.23150929711,-494.2315092971112,In_Person,0.0
77,61,Female,Offer3,South,4,Brand1,49000.0,40443.65972138505,1621.481949687391,6934.858328927561,Generic_App_Notification,Online,38.21585841680038,1,48596.59154483714,403.4084551628621,Online,6934.858328927561
78,51,Female,Offer1,West,4,Brand1,48000.0,43149.728353133214,3733.530757740776,1116.7408891260095,Generic_App_Notification,Online,49.26630886661082,0,48328.84731749862,-328.8473174986211,In_Person,0.0
79,27,Female,Offer2,South,1,Brand3,37000.0,30339.695142608725,4187.610733177028,2472.6941242142466,Personalized_Email,Online,27.949412375612955,0,37749.73315787575,-749.7331578757512,Phone,0.0
80,53,Male,Offer3,East,1,Brand3,49000.0,43381.815477396,1189.4989103256014,4428.685612278401,Personalized_Email,Phone,41.89002965888477,1,51207.49509993499,-2207.4950999349894,Phone,4428.685612278401
81,31,Male,Offer1,West,1,Brand3,50000.0,37550.28202084723,4948.783897674744,7500.934081478023,Personalized_Email,Phone,35.78282510126552,1,51125.5470063339,-1125.5470063339017,In_Person,7500.934081478023
82,48,Female,Offer2,East,3,Brand1,31000.0,24170.152303253926,3788.1075492647215,3041.7401474813523,Personalized_Email,In_Person,36.149520506403945,1,29791.83895596324,1208.1610440367583,Phone,3041.7401474813523
83,65,Male,Offer2,North,3,Brand3,33000.0,26429.696894294633,2285.607966631377,4284.69513907399,Generic_App_Notification,In_Person,27.85472075726005,1,33718.89382677026,-718.8938267702615,In_Person,4284.69513907399
84,32,Male,Offer3,West,2,Brand3,49000.0,37464.43949990937,1605.1751827815624,9930.385317309068,Generic_App_Notification,Phone,16.057673921338605,1,46881.859009841784,2118.1409901582156,In_Person,9930.385317309068
85,25,Male,Offer1,North,2,Brand2,38000.0,34024.18998252891,2570.1256587128587,1405.684358758234,Personalized_Email,Online,33.44834309373611,1,38009.5275006294,-9.52750062940322,In_Person,1405.684358758234
86,31,Female,Offer2,South,4,Brand2,26000.0,21973.554480265582,1882.2626422345031,2144.1828774999144,Generic_App_Notification,In_Person,33.49083602063772,0,26069.92762639952,-69.9276263995198,Online,0.0
87,40,Female,Offer1,West,1,Brand1,41000.0,32626.827087896992,2976.612894392383,5396.560017710624,Generic_App_Notification,Online,24.24556926589935,0,42140.885293394895,-1140.8852933948947,Phone,0.0
88,57,Male,Offer2,West,2,Brand3,26000.0,22106.784446290927,4127.57083396131,-234.3552802522372,Generic_App_Notification,In_Person,29.032651600449903,1,24730.052488453606,1269.9475115463938,Phone,-234.3552802522372
89,38,Female,Offer1,West,2,Brand1,30000.0,23804.654994495908,3640.521555802213,2554.823449701879,Personalized_Email,Online,21.181065424262226,0,31124.25620130081,-1124.25620130081,In_Person,0.0
90,33,Female,Offer1,North,2,Brand2,27000.0,18993.0167677868,2743.739619126916,5263.2436130862825,Generic_App_Notification,In_Person,21.26589001857757,0,27442.488770211683,-442.488770211683,Online,0.0
91,62,Male,Offer2,North,3,Brand2,27000.0,21833.244402175813,1475.7756983201982,3690.979899503989,Generic_App_Notification,Online,25.19036586709212,1,25734.215294951904,1265.784705048096,Phone,3690.979899503989
92,35,Male,Offer3,South,2,Brand3,20000.0,16500.740875044805,4828.627689472028,-1329.3685645168323,Generic_App_Notification,Online,16.715617524457258,1,19320.06055188556,679.9394481144409,Online,-1329.3685645168323
93,64,Female,Offer1,East,1,Brand1,46000.0,41227.10825221077,2081.4821018019466,2691.4096459872853,Generic_App_Notification,Phone,24.165218429756973,0,43881.78063789352,2118.21936210648,Phone,0.0
94,41,Male,Offer1,East,3,Brand2,29000.0,20536.598519911586,2111.338183500069,6352.063296588349,Personalized_Email,In_Person,37.13734606173076,1,29771.22484130908,-771.2248413090783,In_Person,6352.063296588349
95,43,Female,Offer2,North,2,Brand4,23000.0,18455.646004293616,3582.00888735413,962.345108352254,Generic_App_Notification,Online,44.561179173333905,1,22243.081712539926,756.9182874600738,Phone,962.345108352254
96,42,Female,Offer2,West,2,Brand3,23000.0,16551.511880858463,4082.038488588411,2366.449630553126,Generic_App_Notification,Phone,50.75437811392034,1,21954.879962433,1045.1200375670014,Online,2366.449630553126
97,62,Male,Offer3,East,4,Brand1,37000.0,27002.569671625104,4936.611061269398,5060.819267105498,Personalized_Email,In_Person,25.99866623497128,1,35660.554607752354,1339.445392247646,In_Person,5060.819267105498
98,58,Female,Offer1,East,0,Brand4,50000.0,41104.63338968476,4876.657042511225,4018.7095678040178,Generic_App_Notification,Phone,42.00106823961678,0,50297.78501960474,-297.7850196047366,Online,0.0
99,46,Female,Offer2,North,5,Brand3,24000.0,17911.525018879187,4655.042096928322,1433.4328841924907,Generic_App_Notification,Online,33.36173927260473,1,23989.167660638366,10.832339361633784,Phone,1433.4328841924907
100,32,Male,Offer1,South,1,Brand3,23000.0,19546.200911957112,2741.254269533399,712.5448185094888,Generic_App_Notification,In_Person,27.626459204623767,0,22416.391911879116,583.6080881208836,Phone,0.0
101,62,Male,Offer1,North,1,Brand2,33000.0,26493.7113711288,1666.6786390257923,4839.609989845408,Generic_App_Notification,Online,34.022030640022635,0,34461.686426422624,-1461.6864264226242,In_Person,0.0
102,18,Male,Offer2,North,2,Brand1,37000.0,27514.775350226453,3337.884813146511,6147.339836627036,Generic_App_Notification,Online,41.021257081013815,1,38312.792803035656,-1312.792803035656,In_Person,6147.339836627036
103,42,Female,Offer2,West,1,Brand2,29000.0,23163.991730086174,1069.0260221870722,4766.98224772675,Personalized_Email,Phone,25.016989253335023,1,28461.936724903502,538.0632750964978,Online,4766.98224772675
104,24,Male,Offer2,North,1,Brand4,29000.0,20305.1140160671,1784.995355981574,6909.890627951328,Generic_App_Notification,Online,24.78679651761673,0,28926.258602717517,73.74139728248338,In_Person,0.0
105,26,Male,Offer2,West,0,Brand4,33000.0,28794.084288141752,1010.1175871790584,3195.7981246791896,Generic_App_Notification,In_Person,25.902199691207148,0,33055.51653450815,-55.51653450814774,Online,0.0
106,41,Male,Offer2,South,1,Brand4,29000.0,20373.534586923422,1722.1436502861552,6904.321762790422,Generic_App_Notification,Phone,23.73225952441042,0,29742.90974725185,-742.9097472518515,In_Person,0.0
107,18,Male,Offer2,West,1,Brand4,47000.0,32965.89298942651,2899.0284935850245,11135.078516988466,Generic_App_Notification,Online,41.98882514790056,0,46661.34880775173,338.65119224826776,Phone,0.0
108,61,Female,Offer3,South,1,Brand4,21000.0,17268.316561354517,2573.2972443736635,1158.3861942718197,Generic_App_Notification,Online,22.36150794920756,1,21097.58860718176,-97.5886071817622,Online,1158.3861942718197
109,25,Female,Offer1,South,1,Brand1,27000.0,24157.012999266448,2477.186259706557,365.8007410269952,Generic_App_Notification,Online,24.123848536949936,0,26763.927023553973,236.0729764460266,Phone,0.0
110,41,Male,Offer1,South,0,Brand1,44000.0,38332.21466231501,4323.81145573545,1343.9738819495387,Generic_App_Notification,Phone,33.11203101607341,0,45156.41156941689,-1156.4115694168868,Phone,0.0
111,28,Female,Offer2,North,3,Brand3,45000.0,33768.170213305064,3699.985218582712,7531.844568112225,Generic_App_Notification,In_Person,32.30325803178365,1,45251.70293739602,-251.7029373960177,Online,7531.844568112225
112,68,Male,Offer2,West,1,Brand3,23000.0,17004.667331279354,4745.727051484424,1249.6056172362223,Personalized_Email,Phone,25.901499583012544,1,23753.895403330826,-753.8954033308255,In_Person,1249.6056172362223
113,34,Male,Offer1,East,2,Brand1,49000.0,40435.899370207866,2781.36436271069,5782.736267081444,Generic_App_Notification,Online,46.836213390761685,0,46813.30536477562,2186.694635224383,Online,0.0
114,25,Female,Offer3,North,1,Brand3,41000.0,35445.62952558103,2088.9187019038072,3465.45177251516,Personalized_Email,Phone,23.69364187309731,1,42657.65607910803,-1657.6560791080265,Phone,3465.45177251516
115,52,Female,Offer1,South,1,Brand2,28000.0,21627.64055704017,1490.738152133422,4881.621290826412,Personalized_Email,Online,28.289140427287037,0,28894.293245935667,-894.2932459356671,Phone,0.0
116,52,Male,Offer3,East,1,Brand1,34000.0,26740.011214496117,3688.109582740584,3571.879202763299,Generic_App_Notification,Phone,10.7324946158751,0,35082.91596689165,-1082.9159668916473,Phone,0.0
117,50,Male,Offer1,North,1,Brand2,29000.0,20969.839179330957,4366.964353886628,3663.196466782416,Generic_App_Notification,Online,26.950022961610916,0,27956.8956340427,1043.1043659573006,Phone,0.0
118,22,Female,Offer2,East,4,Brand4,25000.0,18264.132106276797,1734.9574570470252,5000.9104366761785,Generic_App_Notification,Phone,16.77043440914923,1,24408.682187118964,591.3178128810359,Online,5000.9104366761785
119,59,Male,Offer3,South,5,Brand4,29000.0,23596.43925115092,4515.010978050144,888.5497707989343,Generic_App_Notification,Online,20.837349465421752,1,30392.75871448722,-1392.7587144872195,Online,888.5497707989343
120,56,Female,Offer1,East,1,Brand3,37000.0,26659.655478538432,3105.104806781332,7235.239714680236,Personalized_Email,Online,10.441403723801766,1,38666.01772100895,-1666.0177210089532,Online,7235.239714680236
121,58,Male,Offer3,East,0,Brand1,45000.0,33318.415123163104,1576.3225285638075,10105.262348273089,Generic_App_Notification,Phone,21.07495673775515,0,43769.45102935242,1230.5489706475782,Online,0.0
122,45,Male,Offer2,South,3,Brand4,31000.0,23154.99754887368,3571.4532996070197,4273.5491515193025,Generic_App_Notification,Phone,29.24938779924408,1,30791.998277484887,208.0017225151132,Phone,4273.5491515193025
123,24,Female,Offer3,East,4,Brand3,30000.0,23663.54719928178,3080.210966148854,3256.241834569366,Generic_App_Notification,Online,27.55818228387703,1,28967.829322563794,1032.1706774362065,In_Person,3256.241834569366
124,26,Female,Offer2,North,4,Brand2,34000.0,24110.161356040724,1112.7341892509294,8777.104454708347,Generic_App_Notification,In_Person,25.852279614733057,1,33192.96978442966,807.0302155703394,Online,8777.104454708347
125,25,Female,Offer2,East,4,Brand1,39000.0,31198.21357920492,2596.9728189064967,5204.813601888583,Personalized_Email,Online,26.75096250517699,1,37770.44112365824,1229.5588763417618,Phone,5204.813601888583
126,29,Female,Offer1,West,3,Brand3,43000.0,38086.5998949891,4139.151971771644,774.2481332392563,Generic_App_Notification,Online,24.950095873893872,1,41198.0292356014,1801.9707643985969,Online,774.2481332392563
127,51,Female,Offer2,North,2,Brand4,30000.0,21146.781966714432,3221.6950136884284,5631.52301959714,Personalized_Email,In_Person,29.65396470240703,1,30238.436597694206,-238.43659769420628,Phone,5631.52301959714
128,50,Female,Offer1,East,0,Brand2,38000.0,31395.48497557674,2128.164505050122,4476.350519373139,Personalized_Email,Online,28.897736067088264,0,37014.98563243742,985.0143675625804,In_Person,0.0
129,65,Female,Offer1,West,3,Brand2,32000.0,27749.391136969873,4714.567053530199,-463.9581905000714,Generic_App_Notification,Phone,32.74980522186651,0,33575.16944949116,-1575.1694494911571,In_Person,-0.0
130,40,Male,Offer1,West,3,Brand3,41000.0,31262.17890890325,1951.11615217544,7786.70493892131,Generic_App_Notification,Phone,27.990377495354,1,41063.30297881414,-63.30297881414299,Online,7786.70493892131
131,41,Male,Offer2,West,2,Brand1,25000.0,18157.59272509612,2010.9440277304643,4831.463247173414,Generic_App_Notification,In_Person,25.663403064438626,0,24647.7358010964,352.26419890360194,In_Person,0.0
132,54,Male,Offer2,East,1,Brand3,28000.0,19842.70281061187,2418.5573851210524,5738.7398042670775,Generic_App_Notification,Online,37.7822231693742,0,29156.854079927863,-1156.8540799278635,Phone,0.0
133,52,Female,Offer1,South,2,Brand4,33000.0,27349.760192276295,4578.151445024514,1072.0883626991908,Generic_App_Notification,Phone,36.02873479433703,0,33398.4623842568,-398.4623842568035,Phone,0.0
134,61,Female,Offer1,West,1,Brand1,47000.0,38091.00317415325,3030.5015817020653,5878.495244144691,Personalized_Email,Online,29.675743082577377,1,45247.27045008571,1752.7295499142929,Online,5878.495244144691
135,57,Female,Offer2,South,0,Brand4,37000.0,27596.78291410078,3728.7162369033153,5674.5008489959055,Personalized_Email,In_Person,41.951034247665774,1,36991.935689095735,8.064310904264858,In_Person,5674.5008489959055
