Chain,Previous_Interactions,Sales_Price,Purchase_Price,Sales_Expense,Response_Time,Gender,Offer_ID,Market,Customer_ID,Brand,Channel,Preferred_Channel,Offer_Incentive_Sent_Via,Conversion,Profit
20,4,20900.0,18675.34983876801,4813.0606583797235,12.361282000089574,Male,Offer2,East,94,Brand1,In_Person,Phone,Personalized_Email,0,-2588.410497147732
20,4,21300.0,19032.78521750564,4846.759399566869,12.507133400672352,Male,Offer3,South,95,Brand1,In_Person,Online,Generic_App_Notification,0,-2579.544617072509
67,0,47400.0,37226.99752029817,1166.022756058408,57.34314063999384,Female,Offer2,South,96,Brand1,In_Person,Phone,Generic_App_Notification,0,9006.979723643419
68,0,48000.0,37722.98185721229,1169.7683135485322,57.05289154450681,Female,Offer2,West,97,Brand1,Online,In_Person,Personalized_Email,0,9107.24982923918
68,0,21000.0,14741.835570857043,4842.468179572075,57.702638217960306,Male,Offer1,North,98,Brand4,Online,Phone,Generic_App_Notification,1,1415.6962495708813
68,4,48600.0,42703.59757417992,4786.0503121510865,57.86065061911786,Female,Offer1,West,99,Brand1,Phone,In_Person,Personalized_Email,1,1110.3521136689942
21,4,21900.0,19549.192920667363,4791.694045387812,12.330588789788957,Male,Offer2,North,100,Brand2,Phone,In_Person,Generic_App_Notification,0,-2440.886966055175
21,4,21600.0,19265.79664275981,4775.005448675669,12.381358893795204,Male,Offer2,East,101,Brand3,Phone,Online,Generic_App_Notification,0,-2440.80209143548
67,0,48500.0,38269.45957381149,1127.1301777585152,58.42100205228279,Female,Offer3,East,102,Brand1,Phone,Online,Generic_App_Notification,0,9103.410248429996
21,4,21400.0,19114.652689206687,4816.822464273711,11.703643764416626,Male,Offer2,South,103,Brand1,Online,Online,Generic_App_Notification,0,-2531.475153480398
20,4,20900.0,18627.507128094043,4784.774664210858,12.386914605897914,Male,Offer1,South,104,Brand4,Phone,Phone,Generic_App_Notification,0,-2512.2817923049006
68,0,48000.0,37745.901196546576,1179.046109936194,57.368812475281594,Female,Offer2,South,105,Brand1,Phone,Online,Generic_App_Notification,0,9075.05269351723
68,0,48900.0,38511.028888809975,1174.1572988376984,57.88131349945272,Female,Offer1,South,106,Brand1,In_Person,In_Person,Generic_App_Notification,0,9214.813812352328
67,0,48500.0,38243.670949716994,1125.5349231809432,58.15792756224211,Female,Offer3,North,107,Brand1,Phone,Online,Generic_App_Notification,0,9130.794127102065
67,0,48100.0,37910.12823183216,1167.8569025389645,55.81545056159003,Female,Offer3,South,108,Brand4,Phone,Phone,Generic_App_Notification,0,9022.014865628877
68,0,48400.0,38071.83230869267,1155.77725878008,56.985703742386264,Female,Offer1,South,109,Brand1,Phone,Online,Generic_App_Notification,0,9172.390432527252
67,0,48200.0,37855.35074166034,1168.0902086609242,57.22177760227869,Female,Offer1,North,110,Brand3,Online,Online,Generic_App_Notification,0,9176.559049678735
67,0,48500.0,38220.868279532,1181.0726479670002,57.44410057238153,Female,Offer3,East,111,Brand4,In_Person,Online,Generic_App_Notification,0,9098.059072501
68,0,47900.0,37692.654710947,1180.300783594161,57.64301424741859,Female,Offer3,North,112,Brand3,Phone,Phone,Personalized_Email,0,9027.044505458842
21,4,21100.0,18832.926508768425,4826.782932039763,11.99674470616472,Male,Offer2,South,113,Brand4,Phone,In_Person,Generic_App_Notification,0,-2559.7094408081884
21,4,21700.0,19387.102872769676,4836.224836042314,12.020240543107043,Male,Offer2,South,114,Brand1,In_Person,In_Person,Generic_App_Notification,0,-2523.3277088119894
69,0,47000.0,36933.13391678146,1241.8662598376425,57.405264800538085,Female,Offer3,North,115,Brand3,Phone,In_Person,Personalized_Email,1,8824.999823380898
21,4,21700.0,19349.338867790702,4887.280811133902,11.547767112163724,Male,Offer2,South,116,Brand4,Online,Online,Generic_App_Notification,0,-2536.619678924604
20,4,21200.0,18969.99593390441,4850.129055407552,11.544846129799012,Male,Offer2,North,117,Brand2,Phone,Online,Generic_App_Notification,0,-2620.124989311963
67,4,48700.0,42883.33954678912,4877.256941705148,57.36857939590767,Female,Offer1,West,118,Brand1,Online,Phone,Personalized_Email,1,939.403511505735
20,4,21500.0,19151.78407204726,4770.411763065357,11.7645784622442,Male,Offer1,North,119,Brand4,Online,In_Person,Generic_App_Notification,0,-2422.195835112617
67,0,48000.0,37833.770851765556,1271.3682369291844,56.52837539817944,Female,Offer3,North,120,Brand2,Phone,Online,Personalized_Email,1,8894.86091130526
21,4,21200.0,18906.900747043193,4853.348626002596,12.195746035378097,Male,Offer2,East,121,Brand4,In_Person,Online,Generic_App_Notification,0,-2560.249373045789
20,4,21200.0,18933.3086776147,4696.370968423853,12.293270127319833,Male,Offer1,North,122,Brand2,Online,Online,Generic_App_Notification,0,-2429.679646038552
67,0,21300.0,15001.503629716792,4769.461485818509,57.44896145569288,Male,Offer1,West,123,Brand1,In_Person,Phone,Generic_App_Notification,0,1529.0348844646996
67,0,48200.0,38087.01205559047,1164.0801948123792,56.839627906262415,Female,Offer3,East,124,Brand3,Phone,In_Person,Personalized_Email,1,8948.907749597149
67,0,48200.0,37940.91769356125,1169.8440003889468,57.73374005229832,Female,Offer3,East,125,Brand2,Online,Phone,Personalized_Email,0,9089.238306049803
68,0,48000.0,37702.214312049386,1206.2017053679174,57.993692895141926,Female,Offer2,North,126,Brand4,Phone,In_Person,Personalized_Email,0,9091.583982582695
67,0,48300.0,38073.07367173971,1150.5918385366524,57.57568737504393,Female,Offer3,South,127,Brand1,In_Person,In_Person,Generic_App_Notification,0,9076.334489723631
67,0,48300.0,38031.352759177666,1139.312416528469,57.50645097339837,Female,Offer3,South,128,Brand2,Phone,Online,Generic_App_Notification,0,9129.334824293866
68,0,48700.0,38451.41600360811,1136.7874641673552,58.379278631149326,Female,Offer3,North,129,Brand4,Phone,Online,Generic_App_Notification,0,9111.796532224527
67,0,48000.0,37754.87709519178,1218.6100680839286,56.482438097285986,Female,Offer2,South,130,Brand4,Online,Online,Personalized_Email,0,9026.512836724289
22,4,21500.0,19087.13337490922,4954.95637007687,12.763671906426367,Male,Offer1,West,131,Brand4,Phone,Online,Generic_App_Notification,0,-2542.0897449860895
21,4,20600.0,18291.74319649827,4907.091207824185,11.974529677946595,Male,Offer1,North,132,Brand2,Phone,Online,Generic_App_Notification,0,-2598.834404322457
20,4,21100.0,18846.22134054581,4824.85042969743,13.203761735251536,Male,Offer3,West,133,Brand2,Phone,In_Person,Generic_App_Notification,0,-2571.0717702432394
21,4,20900.0,18590.22709854234,4901.211363351755,12.46209095565388,Male,Offer1,West,134,Brand2,Online,Online,Generic_App_Notification,0,-2591.438461894093
67,0,48100.0,37853.58211226618,1149.794838148125,57.68133194268794,Female,Offer2,South,135,Brand3,In_Person,Online,Generic_App_Notification,0,9096.623049585694
68,0,47800.0,37576.58382488893,1193.5713851084545,57.25353656236603,Female,Offer2,West,136,Brand2,In_Person,Phone,Personalized_Email,0,9029.84479000262
67,0,49200.0,38682.80465997081,1057.0373375063784,58.81694124138931,Female,Offer1,North,137,Brand2,Phone,Phone,Generic_App_Notification,0,9460.15800252281
68,0,47900.0,37619.038564267925,1192.5567561784896,58.65880356009867,Female,Offer2,South,138,Brand2,Online,In_Person,Generic_App_Notification,0,9088.404679553583
67,0,48100.0,37769.14162921328,1182.241072095471,55.98225343940354,Female,Offer2,North,139,Brand3,Phone,In_Person,Generic_App_Notification,0,9148.617298691252
66,0,48100.0,37942.01258086511,1160.3827382723384,59.54988869080873,Female,Offer3,North,140,Brand2,In_Person,Phone,Generic_App_Notification,0,8997.604680862554
20,4,21900.0,19556.43425220022,4807.321995918688,12.49237306396325,Male,Offer2,West,141,Brand4,Online,Phone,Generic_App_Notification,0,-2463.756248118907
68,0,48000.0,37710.82025942831,1167.1679965207609,57.79866678722308,Female,Offer2,North,142,Brand2,In_Person,Online,Generic_App_Notification,0,9122.011744050931
68,0,48600.0,38235.91360465661,1089.8392222056443,56.21959106720608,Female,Offer2,North,143,Brand4,In_Person,Online,Generic_App_Notification,0,9274.247173137745
67,0,48200.0,37863.46330682514,1244.559034374902,57.8362707543271,Female,Offer1,North,144,Brand4,Online,In_Person,Generic_App_Notification,0,9091.977658799957
20,4,21400.0,19238.714541934107,4744.979639294939,10.695546250651896,Male,Offer3,North,145,Brand4,Online,Phone,Personalized_Email,0,-2583.694181229046
68,0,48300.0,37969.81804702779,1226.8484811967626,57.5724580011853,Female,Offer1,West,146,Brand3,Phone,In_Person,Generic_App_Notification,0,9103.33347177545
67,0,21300.0,15030.788727873582,4776.733452409275,57.61061389802846,Male,Offer1,South,147,Brand3,Phone,Online,Generic_App_Notification,1,1492.4778197171436
67,0,48500.0,38123.45594701175,1183.5972493587485,57.69652674643595,Female,Offer1,South,148,Brand3,In_Person,In_Person,Generic_App_Notification,0,9192.946803629498
20,4,21600.0,19287.712900092785,4817.433793126771,10.866265902968498,Male,Offer2,North,149,Brand2,Online,In_Person,Generic_App_Notification,0,-2505.1466932195563
19,4,20700.0,18446.02065261333,4783.83158345762,11.967472624807026,Male,Offer1,North,150,Brand4,Online,In_Person,Generic_App_Notification,0,-2529.8522360709458
20,4,21300.0,19040.76348233137,4856.058497587726,11.980031736139727,Male,Offer3,East,151,Brand3,Phone,Online,Generic_App_Notification,0,-2596.8219799190974
20,4,21400.0,19106.350625112616,4788.756376001824,12.309381205304303,Male,Offer3,North,152,Brand3,In_Person,In_Person,Personalized_Email,0,-2495.10700111444
67,0,48300.0,38088.566808945034,1191.640239927841,57.767366838465755,Female,Offer3,East,153,Brand2,In_Person,Online,Generic_App_Notification,0,9019.792951127123
67,0,47800.0,37614.70575094518,1176.5483040479785,57.47324920259338,Female,Offer3,South,154,Brand3,Phone,Phone,Generic_App_Notification,0,9008.745945006844
67,0,48100.0,37909.67605361991,1150.7038059653446,58.1957487477972,Female,Offer3,North,155,Brand2,Online,In_Person,Generic_App_Notification,0,9039.620140414749
22,4,21200.0,18887.24704753479,4862.9993573895645,11.96815075079824,Male,Offer1,South,156,Brand1,Phone,In_Person,Generic_App_Notification,0,-2550.2464049243554
66,0,49200.0,38759.220848616445,1149.5473381898726,58.09559597100312,Female,Offer1,South,157,Brand3,Phone,Online,Generic_App_Notification,0,9291.231813193685
20,4,21700.0,19448.067341751037,4777.006937299704,12.593684975894064,Male,Offer3,West,158,Brand1,Phone,In_Person,Personalized_Email,0,-2525.074279050741
21,4,21400.0,19100.266390594432,4835.708179487638,12.425053015450723,Male,Offer3,South,159,Brand2,Phone,Online,Generic_App_Notification,0,-2535.9745700820695
20,4,21700.0,19469.78087387027,4808.928407337864,11.655877191978528,Male,Offer3,East,160,Brand4,Online,In_Person,Generic_App_Notification,0,-2578.7092812081337
20,4,21000.0,18728.240919708784,4898.946083190764,12.276750372747111,Male,Offer3,East,161,Brand3,Phone,Phone,Generic_App_Notification,0,-2627.187002899547
68,0,48400.0,38127.03106071022,1168.6053563036853,57.7103974865005,Female,Offer2,West,162,Brand2,Online,Phone,Generic_App_Notification,0,9104.363582986092
66,0,48600.0,38256.08744576615,1139.556770357622,57.65442422851752,Female,Offer1,West,163,Brand4,Phone,Phone,Generic_App_Notification,0,9204.35578387623
21,4,21700.0,19426.905496861487,4844.064849710547,11.257797171372632,Male,Offer3,South,164,Brand4,In_Person,In_Person,Personalized_Email,1,-2570.970346572034
67,0,47900.0,37704.00405572506,1143.627157987169,57.27797441862667,Female,Offer3,East,165,Brand1,Online,In_Person,Personalized_Email,0,9052.36878628777
67,0,47900.0,37621.63966998339,1172.6044136539151,58.52918120203025,Female,Offer1,East,166,Brand2,In_Person,Phone,Generic_App_Notification,0,9105.755916362692
21,4,21800.0,19449.44861996649,4849.649270847529,12.26819647792172,Male,Offer2,South,167,Brand4,Phone,Phone,Generic_App_Notification,0,-2499.0978908140187
19,4,21200.0,18912.734388939887,4753.724816952959,12.716484060369696,Male,Offer2,South,168,Brand3,Phone,Online,Generic_App_Notification,0,-2466.4592058928465
66,0,48200.0,37976.05622169342,1249.519375863298,58.45076297729043,Female,Offer3,South,169,Brand3,Phone,Online,Personalized_Email,1,8974.424402443283
20,4,21200.0,18889.46484974177,4774.538020113127,12.357575030692466,Male,Offer1,North,170,Brand1,Online,Phone,Generic_App_Notification,0,-2464.002869854896
21,4,21500.0,19169.09589651182,4790.465021400361,11.614527249397325,Male,Offer2,East,171,Brand4,In_Person,Phone,Generic_App_Notification,0,-2459.56091791218
67,0,48000.0,37846.78838710901,1233.366730763328,58.306742984347665,Female,Offer3,East,172,Brand2,Online,In_Person,Generic_App_Notification,0,8919.844882127663
22,4,21300.0,19021.048221685374,4854.998785319498,11.523498184693612,Male,Offer2,East,173,Brand3,Online,Phone,Generic_App_Notification,0,-2576.047007004876
67,0,48700.0,38334.89339235354,1195.6223818737271,57.52265837612384,Female,Offer1,West,174,Brand4,Phone,Online,Generic_App_Notification,0,9169.484225772736
67,0,47500.0,37364.174385081315,1208.7456182531064,57.55682205641726,Female,Offer2,South,175,Brand4,In_Person,Online,Personalized_Email,0,8927.07999666558
