Chain,Previous_Interactions,Sales_Price,Purchase_Price,Sales_Expense,Gender,Offer_ID,Market,Customer_ID,Brand,Channel,Preferred_Channel,Offer_Incentive_Sent_Via,Conversion,Profit
21,4,21300.0,16406.29591778176,4813.36730359521,Male,Offer2,South,27,Brand1,Online,Online,Generic_App_Notification,0,80.3367786230292
22,4,21100.0,16181.34781388018,4802.026560308868,Male,Offer1,South,28,Brand1,Online,Phone,Generic_App_Notification,0,116.62562581095152
69,0,48400.0,35456.600151358194,1138.1574322169547,Female,Offer2,West,29,Brand4,Online,Phone,Generic_App_Notification,0,11805.242416424851
67,4,48100.0,39736.6899827224,4812.382435562245,Female,Offer1,West,30,Brand4,In_Person,Online,Generic_App_Notification,1,3550.9275817153584
68,0,47900.0,35054.073168195704,1106.339385314127,Female,Offer2,East,31,Brand2,Phone,Online,Personalized_Email,0,11739.587446490168
20,4,21200.0,16364.221564250056,4771.608912443688,Male,Offer3,East,32,Brand2,Phone,In_Person,Generic_App_Notification,0,64.16952330625645
67,4,48100.0,39549.05767167844,4799.224990441962,Female,Offer1,West,33,Brand4,Online,Phone,Generic_App_Notification,1,3751.717337879596
21,4,20700.0,15838.671302686553,4803.734219072033,Male,Offer2,East,34,Brand1,In_Person,Phone,Generic_App_Notification,0,57.594478241416255
67,0,48500.0,35676.63378144285,1212.9428834727892,Female,Offer3,East,35,Brand1,In_Person,Online,Personalized_Email,0,11610.423335084362
20,4,20700.0,15810.956110625484,4786.171594934595,Male,Offer1,East,36,Brand2,Phone,Online,Personalized_Email,0,102.872294439921
20,4,20900.0,16032.164032111312,4776.961256822184,Male,Offer1,North,37,Brand4,In_Person,Online,Generic_App_Notification,0,90.87471106650446
67,0,48400.0,35550.947762464275,1150.4439077377767,Female,Offer3,North,38,Brand2,Phone,Phone,Personalized_Email,0,11698.608329797948
20,4,20900.0,15997.271887106444,4811.660617045116,Male,Offer1,West,39,Brand2,Phone,Online,Generic_App_Notification,0,91.06749584844148
20,4,21000.0,16093.722078828308,4797.642634950984,Male,Offer2,West,40,Brand3,Phone,In_Person,Generic_App_Notification,0,108.63528622070773
69,0,48000.0,34979.924524840906,1096.067478084722,Female,Offer1,North,41,Brand3,In_Person,In_Person,Personalized_Email,0,11924.007997074372
66,0,48300.0,35483.08499553985,1166.1904854988093,Female,Offer2,East,42,Brand3,Phone,Online,Generic_App_Notification,0,11650.72451896134
21,4,21000.0,16060.366126752782,4783.625021903759,Male,Offer1,South,43,Brand1,Phone,In_Person,Personalized_Email,0,156.0088513434548
20,4,20700.0,15823.320037428355,4916.045531269834,Male,Offer3,West,44,Brand4,Online,In_Person,Generic_App_Notification,0,-39.36556869818923
68,0,21800.0,12774.269083333173,4757.410021765726,Male,Offer1,West,45,Brand4,Phone,In_Person,Personalized_Email,1,4268.320894901101
21,4,20600.0,15786.797475871328,4807.692853684628,Male,Offer1,South,46,Brand4,Phone,In_Person,Generic_App_Notification,0,5.509670444043877
20,4,21200.0,16260.248640874444,4814.473936602673,Male,Offer1,South,47,Brand4,Online,In_Person,Generic_App_Notification,0,125.27742252288226
20,4,21400.0,16489.89765629177,4760.125144538694,Male,Offer2,South,48,Brand3,Online,Phone,Generic_App_Notification,0,149.9771991695352
67,0,48300.0,35321.5971478989,1196.850308884863,Female,Offer1,South,49,Brand1,In_Person,Online,Generic_App_Notification,0,11781.552543216236
20,4,21800.0,16880.901601921636,4887.499827069118,Male,Offer3,North,50,Brand1,Phone,In_Person,Generic_App_Notification,0,31.59857100924637
20,4,21300.0,16447.98654662693,4787.116944697416,Male,Offer3,South,51,Brand3,In_Person,Online,Generic_App_Notification,0,64.89650867565797
68,0,47600.0,34740.41382069191,1214.9328807071138,Female,Offer1,East,52,Brand1,In_Person,In_Person,Generic_App_Notification,0,11644.653298600975
21,4,21800.0,16885.071523967836,4833.10976485138,Male,Offer3,North,53,Brand3,Online,Phone,Generic_App_Notification,0,81.8187111807847
68,0,48300.0,35263.91708976793,1126.1091433684353,Female,Offer1,North,54,Brand4,In_Person,Phone,Generic_App_Notification,0,11909.973766863635
21,4,21700.0,16805.81605285728,4842.44219114789,Male,Offer2,East,55,Brand3,Phone,In_Person,Personalized_Email,0,51.74175599482896
68,4,48600.0,40198.35114990895,4813.678117148445,Female,Offer1,West,56,Brand4,Online,In_Person,Personalized_Email,1,3587.9707329426037
21,4,21000.0,16147.195272609511,4710.625584154324,Male,Offer2,North,57,Brand4,Phone,In_Person,Personalized_Email,0,142.17914323616378
21,4,21700.0,16810.572407117004,4825.906297151926,Male,Offer3,South,58,Brand2,Phone,Phone,Generic_App_Notification,0,63.521295731069586
67,0,48500.0,35688.10369122115,1202.0433165991003,Female,Offer2,West,59,Brand3,Online,Phone,Generic_App_Notification,0,11609.85299217975
21,4,21500.0,16571.896528553312,4855.2347859149795,Male,Offer2,East,60,Brand2,Phone,Online,Generic_App_Notification,0,72.86868553170825
20,4,21400.0,16520.01450572988,4775.37434169761,Male,Offer3,South,61,Brand3,Online,Phone,Generic_App_Notification,0,104.61115257251004
20,4,20400.0,15609.758015795003,4799.231488373864,Male,Offer2,East,62,Brand3,Phone,In_Person,Generic_App_Notification,0,-8.989504168866915
20,4,20900.0,16083.071133548803,4763.724770207405,Male,Offer2,East,63,Brand2,Online,Online,Generic_App_Notification,0,53.204096243790445
21,4,20800.0,15909.485239227324,4823.086878914397,Male,Offer2,South,64,Brand2,In_Person,Phone,Generic_App_Notification,0,67.42788185827885
20,4,21100.0,16198.738530155511,4779.93137718555,Male,Offer2,East,65,Brand3,Phone,Phone,Generic_App_Notification,0,121.33009265893816
68,0,47900.0,35079.06546427107,1161.4140805709292,Female,Offer3,North,66,Brand1,Online,In_Person,Generic_App_Notification,0,11659.520455158
67,0,47900.0,35059.20765309825,1211.0049440182745,Female,Offer2,South,67,Brand4,Phone,Online,Personalized_Email,0,11629.787402883474
67,0,48800.0,35797.31506820363,1182.8673841954826,Female,Offer1,East,68,Brand2,Phone,Phone,Generic_App_Notification,0,11819.817547600882
20,4,20900.0,16135.662439556889,4730.942707271689,Male,Offer3,South,69,Brand4,Phone,Phone,Personalized_Email,0,33.394853171424074
21,4,21400.0,16534.55687500443,4835.458344472577,Male,Offer3,East,70,Brand1,Online,In_Person,Generic_App_Notification,0,29.984780522993788
22,4,21400.0,16483.9560551755,4765.787085663596,Male,Offer2,East,71,Brand1,In_Person,Online,Generic_App_Notification,0,150.25685916090515
67,0,48500.0,35600.34122805111,1145.401780338174,Female,Offer3,South,72,Brand1,In_Person,Online,Generic_App_Notification,0,11754.256991610717
20,4,21900.0,17010.118525597292,4764.403789526303,Male,Offer3,West,73,Brand2,In_Person,Online,Generic_App_Notification,0,125.47768487640496
21,4,20700.0,15788.876824935774,4860.842511222112,Male,Offer1,West,74,Brand1,Online,Online,Generic_App_Notification,0,50.28066384210979
67,0,21200.0,12331.94836481432,4763.718865045772,Male,Offer1,East,75,Brand2,In_Person,In_Person,Generic_App_Notification,1,4104.3327701399085
20,4,21500.0,16652.3201980394,4753.837327329629,Male,Offer3,South,76,Brand1,Online,Phone,Personalized_Email,0,93.84247463097016
67,0,48600.0,35680.64773551857,1112.4920785669965,Female,Offer2,West,77,Brand4,Phone,Phone,Generic_App_Notification,0,11806.860185914433
21,4,21800.0,16878.475392656503,4840.185162388638,Male,Offer3,South,78,Brand4,Phone,Online,Personalized_Email,0,81.33944495485594
19,4,20700.0,15843.310054252928,4855.1785246085965,Male,Offer2,South,79,Brand3,In_Person,Online,Generic_App_Notification,0,1.5114211384752707
68,0,48500.0,35520.5412443797,1215.5738672536595,Female,Offer2,North,80,Brand4,Online,Online,Personalized_Email,0,11763.884888366638
67,0,48300.0,35466.05400514496,1172.6083442107524,Female,Offer2,East,81,Brand3,Phone,Phone,Generic_App_Notification,0,11661.337650644284
68,0,48300.0,35362.51124140525,1169.8352346187958,Female,Offer2,North,82,Brand4,Online,Phone,Generic_App_Notification,0,11767.653523975954
68,0,48200.0,35225.21551646178,1123.4376521009333,Female,Offer1,North,83,Brand2,Online,Online,Generic_App_Notification,0,11851.346831437288
68,0,48000.0,35182.2146718587,1161.0032091160008,Female,Offer3,South,84,Brand4,Phone,In_Person,Generic_App_Notification,0,11656.782119025296
68,0,48200.0,35353.351830805244,1124.8999051175106,Female,Offer3,North,85,Brand3,Online,Phone,Generic_App_Notification,0,11721.748264077243
20,4,20700.0,15854.39975272477,4772.286927564726,Male,Offer2,West,86,Brand3,Phone,Phone,Generic_App_Notification,0,73.31331971050349
20,4,21400.0,16465.71062729995,4799.932876932667,Male,Offer2,West,87,Brand1,Phone,Online,Generic_App_Notification,0,134.3564957673816
20,4,21400.0,16538.7980974895,4802.525063385878,Male,Offer3,West,88,Brand2,Phone,In_Person,Personalized_Email,0,58.67683912462235
67,0,48100.0,35249.853581126,1230.6875920719835,Female,Offer1,West,89,Brand4,Online,Online,Personalized_Email,0,11619.458826802016
68,0,47900.0,35122.2083942131,1194.0876587287348,Female,Offer3,East,90,Brand1,Phone,Online,Generic_App_Notification,0,11583.703947058166
67,0,48800.0,35867.92350530152,1199.0949822626044,Female,Offer1,East,91,Brand4,Online,In_Person,Personalized_Email,0,11732.981512435874
21,4,21600.0,16664.044197189804,4810.908253849737,Male,Offer3,South,92,Brand4,Phone,In_Person,Generic_App_Notification,0,125.0475489604596
67,0,48600.0,35648.15982975975,1104.9776253478576,Female,Offer1,West,93,Brand1,Phone,In_Person,Generic_App_Notification,0,11846.86254489239
20,4,20900.0,16075.349838768008,4813.0606583797235,Male,Offer2,East,94,Brand1,In_Person,Phone,Personalized_Email,0,11.589502852268197
20,4,21300.0,16432.78521750564,4846.759399566869,Male,Offer3,South,95,Brand1,In_Person,Online,Generic_App_Notification,0,20.455382927490973
67,0,47400.0,34626.99752029817,1166.022756058408,Female,Offer2,South,96,Brand1,In_Person,Phone,Generic_App_Notification,0,11606.97972364342
68,0,48000.0,35122.98185721229,1169.7683135485322,Female,Offer2,West,97,Brand1,Online,In_Person,Personalized_Email,0,11707.24982923918
68,0,21000.0,12141.835570857043,4842.468179572075,Male,Offer1,North,98,Brand4,Online,Phone,Generic_App_Notification,1,4015.6962495708817
68,4,48600.0,40103.59757417992,4786.0503121510865,Female,Offer1,West,99,Brand1,Phone,In_Person,Generic_App_Notification,1,3710.352113668994
21,4,21900.0,16949.192920667363,4791.694045387812,Male,Offer2,North,100,Brand2,Phone,In_Person,Personalized_Email,0,159.11303394482502
21,4,21600.0,16665.79664275981,4775.005448675669,Male,Offer2,East,101,Brand3,Phone,Online,Personalized_Email,0,159.19790856451982
67,0,48500.0,35669.45957381149,1127.1301777585152,Female,Offer3,East,102,Brand1,Phone,Online,Generic_App_Notification,0,11703.410248429996
21,4,21400.0,16514.652689206687,4816.822464273711,Male,Offer2,South,103,Brand1,Online,Online,Generic_App_Notification,0,68.52484651960185
20,4,20900.0,16027.507128094045,4784.774664210858,Male,Offer1,South,104,Brand4,Phone,Phone,Generic_App_Notification,0,87.71820769509941
68,0,48000.0,35145.901196546576,1179.046109936194,Female,Offer2,South,105,Brand1,Phone,Online,Generic_App_Notification,0,11675.05269351723
68,0,48900.0,35911.028888809975,1174.1572988376984,Female,Offer1,South,106,Brand1,In_Person,In_Person,Generic_App_Notification,0,11814.813812352328
67,0,48500.0,35643.670949716994,1125.5349231809432,Female,Offer3,North,107,Brand1,Phone,Online,Generic_App_Notification,0,11730.794127102065
67,0,48100.0,35310.12823183216,1167.8569025389645,Female,Offer3,South,108,Brand4,Phone,Phone,Generic_App_Notification,0,11622.014865628877
68,0,48400.0,35471.83230869267,1155.77725878008,Female,Offer1,South,109,Brand1,Phone,Online,Generic_App_Notification,0,11772.390432527252
67,0,48200.0,35255.35074166034,1168.0902086609242,Female,Offer1,North,110,Brand3,Online,Online,Personalized_Email,0,11776.559049678735
67,0,48500.0,35620.868279532,1181.0726479670002,Female,Offer3,East,111,Brand4,In_Person,Online,Generic_App_Notification,0,11698.059072501
68,0,47900.0,35092.654710947,1180.300783594161,Female,Offer3,North,112,Brand3,Phone,Phone,Personalized_Email,0,11627.044505458842
21,4,21100.0,16232.926508768423,4826.782932039763,Male,Offer2,South,113,Brand4,Phone,In_Person,Generic_App_Notification,0,40.29055919181155
21,4,21700.0,16787.102872769676,4836.224836042314,Male,Offer2,South,114,Brand1,In_Person,In_Person,Generic_App_Notification,0,76.6722911880106
69,0,47000.0,34333.13391678146,1241.8662598376425,Female,Offer3,North,115,Brand3,Phone,In_Person,Personalized_Email,1,11424.999823380898
21,4,21700.0,16749.338867790702,4887.280811133902,Male,Offer2,South,116,Brand4,Online,Online,Generic_App_Notification,0,63.38032107539584
20,4,21200.0,16369.99593390441,4850.129055407552,Male,Offer2,North,117,Brand2,Phone,Online,Generic_App_Notification,0,-20.124989311962963
67,4,48700.0,40283.33954678912,4877.256941705148,Female,Offer1,West,118,Brand1,Online,Phone,Personalized_Email,1,3539.403511505735
20,4,21500.0,16551.78407204726,4770.411763065357,Male,Offer1,North,119,Brand4,Online,In_Person,Generic_App_Notification,0,177.8041648873832
67,0,48000.0,35233.770851765556,1271.3682369291844,Female,Offer3,North,120,Brand2,Phone,Online,Personalized_Email,1,11494.86091130526
21,4,21200.0,16306.900747043192,4853.348626002596,Male,Offer2,East,121,Brand4,In_Person,Online,Generic_App_Notification,0,39.75062695421093
20,4,21200.0,16333.3086776147,4696.370968423853,Male,Offer1,North,122,Brand2,Online,Online,Generic_App_Notification,0,170.32035396144784
67,0,21300.0,12401.503629716792,4769.461485818509,Male,Offer1,West,123,Brand1,In_Person,Phone,Generic_App_Notification,0,4129.0348844647
67,0,48200.0,35487.01205559047,1164.0801948123792,Female,Offer3,East,124,Brand3,Phone,In_Person,Generic_App_Notification,1,11548.907749597149
67,0,48200.0,35340.91769356125,1169.8440003889468,Female,Offer3,East,125,Brand2,Online,Phone,Personalized_Email,0,11689.238306049803
68,0,48000.0,35102.214312049386,1206.2017053679174,Female,Offer2,North,126,Brand4,Phone,In_Person,Personalized_Email,0,11691.583982582695
67,0,48300.0,35473.07367173971,1150.5918385366524,Female,Offer3,South,127,Brand1,In_Person,In_Person,Generic_App_Notification,0,11676.334489723631
67,0,48300.0,35431.352759177666,1139.312416528469,Female,Offer3,South,128,Brand2,Phone,Online,Generic_App_Notification,0,11729.334824293866
68,0,48700.0,35851.41600360811,1136.7874641673552,Female,Offer3,North,129,Brand4,Phone,Online,Personalized_Email,0,11711.796532224527
67,0,48000.0,35154.87709519178,1218.6100680839286,Female,Offer2,South,130,Brand4,Online,Online,Personalized_Email,0,11626.512836724289
22,4,21500.0,16487.13337490922,4954.95637007687,Male,Offer1,West,131,Brand4,Phone,Online,Generic_App_Notification,0,57.9102550139105
21,4,20600.0,15691.743196498272,4907.091207824185,Male,Offer1,North,132,Brand2,Phone,Online,Generic_App_Notification,0,1.165595677543024
20,4,21100.0,16246.22134054581,4824.85042969743,Male,Offer3,West,133,Brand2,Phone,In_Person,Personalized_Email,0,28.92822975676063
21,4,20900.0,15990.227098542338,4901.211363351755,Male,Offer1,West,134,Brand2,Online,Online,Generic_App_Notification,0,8.561538105906948
67,0,48100.0,35253.58211226618,1149.794838148125,Female,Offer2,South,135,Brand3,In_Person,Online,Generic_App_Notification,0,11696.623049585694
68,0,47800.0,34976.58382488893,1193.5713851084545,Female,Offer2,West,136,Brand2,In_Person,Phone,Personalized_Email,0,11629.84479000262
67,0,49200.0,36082.80465997081,1057.0373375063784,Female,Offer1,North,137,Brand2,Phone,Phone,Generic_App_Notification,0,12060.15800252281
68,0,47900.0,35019.038564267925,1192.5567561784896,Female,Offer2,South,138,Brand2,Online,In_Person,Generic_App_Notification,0,11688.404679553583
67,0,48100.0,35169.14162921328,1182.241072095471,Female,Offer2,North,139,Brand3,Phone,In_Person,Generic_App_Notification,0,11748.617298691252
66,0,48100.0,35342.01258086511,1160.3827382723384,Female,Offer3,North,140,Brand2,In_Person,Phone,Generic_App_Notification,0,11597.604680862554
20,4,21900.0,16956.43425220022,4807.321995918688,Male,Offer2,West,141,Brand4,Online,Phone,Generic_App_Notification,0,136.24375188109298
68,0,48000.0,35110.82025942831,1167.1679965207609,Female,Offer2,North,142,Brand2,In_Person,Online,Generic_App_Notification,0,11722.011744050931
68,0,48600.0,35635.91360465661,1089.8392222056443,Female,Offer2,North,143,Brand4,In_Person,Online,Generic_App_Notification,0,11874.247173137745
67,0,48200.0,35263.46330682514,1244.559034374902,Female,Offer1,North,144,Brand4,Online,In_Person,Generic_App_Notification,0,11691.977658799957
20,4,21400.0,16638.714541934107,4744.979639294939,Male,Offer3,North,145,Brand4,Online,Phone,Personalized_Email,0,16.30581877095392
68,0,48300.0,35369.81804702779,1226.8484811967626,Female,Offer1,West,146,Brand3,Phone,In_Person,Personalized_Email,0,11703.33347177545
67,0,21300.0,12430.788727873582,4776.733452409275,Male,Offer1,South,147,Brand3,Phone,Online,Generic_App_Notification,1,4092.477819717144
67,0,48500.0,35523.45594701175,1183.5972493587485,Female,Offer1,South,148,Brand3,In_Person,In_Person,Generic_App_Notification,0,11792.946803629498
20,4,21600.0,16687.712900092785,4817.433793126771,Male,Offer2,North,149,Brand2,Online,In_Person,Personalized_Email,0,94.85330678044376
19,4,20700.0,15846.02065261333,4783.83158345762,Male,Offer1,North,150,Brand4,Online,In_Person,Generic_App_Notification,0,70.14776392905424
20,4,21300.0,16440.76348233137,4856.058497587726,Male,Offer3,East,151,Brand3,Phone,Online,Generic_App_Notification,0,3.17802008090257
20,4,21400.0,16506.350625112616,4788.756376001824,Male,Offer3,North,152,Brand3,In_Person,In_Person,Personalized_Email,0,104.8929988855598
67,0,48300.0,35488.566808945034,1191.640239927841,Female,Offer3,East,153,Brand2,In_Person,Online,Personalized_Email,0,11619.792951127123
67,0,47800.0,35014.70575094518,1176.5483040479785,Female,Offer3,South,154,Brand3,Phone,Phone,Generic_App_Notification,0,11608.745945006844
67,0,48100.0,35309.67605361991,1150.7038059653446,Female,Offer3,North,155,Brand2,Online,In_Person,Generic_App_Notification,0,11639.620140414749
22,4,21200.0,16287.24704753479,4862.9993573895645,Male,Offer1,South,156,Brand1,Phone,In_Person,Generic_App_Notification,0,49.753595075644625
66,0,49200.0,36159.220848616445,1149.5473381898726,Female,Offer1,South,157,Brand3,Phone,Online,Generic_App_Notification,0,11891.231813193685
20,4,21700.0,16848.067341751037,4777.006937299704,Male,Offer3,West,158,Brand1,Phone,In_Person,Personalized_Email,0,74.9257209492589
21,4,21400.0,16500.266390594432,4835.708179487638,Male,Offer3,South,159,Brand2,Phone,Online,Generic_App_Notification,0,64.02542991793052
20,4,21700.0,16869.78087387027,4808.928407337864,Male,Offer3,East,160,Brand4,Online,In_Person,Generic_App_Notification,0,21.29071879186631
20,4,21000.0,16128.240919708784,4898.946083190764,Male,Offer3,East,161,Brand3,Phone,Phone,Generic_App_Notification,0,-27.187002899547224
68,0,48400.0,35527.03106071022,1168.6053563036853,Female,Offer2,West,162,Brand2,Online,Phone,Generic_App_Notification,0,11704.363582986092
66,0,48600.0,35656.08744576615,1139.556770357622,Female,Offer1,West,163,Brand4,Phone,Phone,Generic_App_Notification,0,11804.35578387623
21,4,21700.0,16826.905496861487,4844.064849710547,Male,Offer3,South,164,Brand4,In_Person,In_Person,Personalized_Email,1,29.029653427965968
67,0,47900.0,35104.00405572506,1143.627157987169,Female,Offer3,East,165,Brand1,Online,In_Person,Generic_App_Notification,0,11652.36878628777
67,0,47900.0,35021.63966998339,1172.6044136539151,Female,Offer1,East,166,Brand2,In_Person,Phone,Generic_App_Notification,0,11705.755916362692
21,4,21800.0,16849.44861996649,4849.649270847529,Male,Offer2,South,167,Brand4,Phone,Phone,Generic_App_Notification,0,100.90210918598132
19,4,21200.0,16312.734388939887,4753.724816952959,Male,Offer2,South,168,Brand3,Phone,Online,Generic_App_Notification,0,133.5407941071535
66,0,48200.0,35376.05622169342,1249.519375863298,Female,Offer3,South,169,Brand3,Phone,Online,Generic_App_Notification,1,11574.424402443285
20,4,21200.0,16289.46484974177,4774.538020113127,Male,Offer1,North,170,Brand1,Online,Phone,Generic_App_Notification,0,135.99713014510417
21,4,21500.0,16569.09589651182,4790.465021400361,Male,Offer2,East,171,Brand4,In_Person,Phone,Generic_App_Notification,0,140.43908208782022
67,0,48000.0,35246.78838710901,1233.366730763328,Female,Offer3,East,172,Brand2,Online,In_Person,Personalized_Email,0,11519.844882127663
22,4,21300.0,16421.048221685374,4854.998785319498,Male,Offer2,East,173,Brand3,Online,Phone,Generic_App_Notification,0,23.952992995124077
67,0,48700.0,35734.89339235354,1195.6223818737271,Female,Offer1,West,174,Brand4,Phone,Online,Generic_App_Notification,0,11769.484225772736
67,0,47500.0,34764.174385081315,1208.7456182531064,Female,Offer2,South,175,Brand4,In_Person,Online,Personalized_Email,0,11527.07999666558
68,0,47900.0,35034.6905575278,1136.3156394318632,Female,Offer1,East,176,Brand1,Phone,Online,Generic_App_Notification,0,11728.993803040335
20,4,22400.0,17499.276544025768,4830.371763441772,Male,Offer3,East,177,Brand3,Online,Online,Generic_App_Notification,0,70.35169253246022
20,4,21700.0,16802.700785455338,4818.994838214825,Male,Offer3,South,178,Brand3,Phone,Online,Personalized_Email,1,78.30437632984103
68,0,48400.0,35587.72074864944,1154.718340332016,Female,Offer3,West,179,Brand2,In_Person,Online,Generic_App_Notification,0,11657.56091101854
67,0,48500.0,35602.000380074685,1165.0153340381944,Female,Offer2,West,180,Brand3,Phone,Phone,Personalized_Email,0,11732.98428588712
21,4,21700.0,16735.966281035548,4744.5645882923845,Male,Offer1,East,181,Brand2,In_Person,Online,Generic_App_Notification,0,219.46913067206788
21,4,21300.0,16404.9439437003,4875.774649262968,Male,Offer2,West,182,Brand3,In_Person,Online,Personalized_Email,0,19.28140703673398
67,0,47700.0,34909.696049647275,1197.9475378922737,Female,Offer2,West,183,Brand1,Phone,Online,Personalized_Email,0,11592.35641246045
20,4,20800.0,15899.60440698931,4774.820775433178,Male,Offer1,East,184,Brand3,Online,Online,Generic_App_Notification,0,125.57481757751157
68,0,47600.0,34842.960000957646,1241.709097455658,Female,Offer2,West,185,Brand2,Phone,Phone,Personalized_Email,0,11515.330901586696
67,0,48100.0,35280.73730310434,1206.262494970375,Female,Offer2,South,186,Brand2,Online,In_Person,Generic_App_Notification,0,11613.000201925286
67,0,48200.0,35471.466677259494,1175.6141967489343,Female,Offer3,East,187,Brand1,Online,In_Person,Personalized_Email,0,11552.919125991571
20,4,20900.0,16032.59943531652,4773.455490854227,Male,Offer1,West,188,Brand3,Phone,In_Person,Personalized_Email,1,93.94507382925076
67,0,48300.0,35397.5441759048,1149.6133771460936,Female,Offer2,South,189,Brand3,Online,In_Person,Generic_App_Notification,0,11752.842446949102
67,0,48600.0,35488.30001642865,1123.7789553977886,Female,Offer1,North,190,Brand1,Online,Online,Generic_App_Notification,0,11987.92102817356
22,4,21700.0,16838.72757164489,4866.966367251649,Male,Offer3,South,191,Brand3,Phone,In_Person,Generic_App_Notification,1,-5.693938896534746
21,4,21900.0,16961.91025415359,4862.604059510286,Male,Offer3,North,192,Brand3,Phone,In_Person,Generic_App_Notification,0,75.48568633612422
20,4,21200.0,16358.611354620702,4807.120985487576,Male,Offer3,North,193,Brand2,Phone,Phone,Generic_App_Notification,0,34.26765989172236
67,0,48700.0,35757.1292556069,1202.740172362644,Female,Offer1,East,194,Brand3,Online,Phone,Generic_App_Notification,0,11740.130572030454
68,0,47900.0,35040.864190156855,1151.3582084201437,Female,Offer3,North,195,Brand3,In_Person,Phone,Generic_App_Notification,0,11707.777601423
66,0,49000.0,35999.718980974634,1168.0046114003756,Female,Offer1,East,196,Brand1,Online,Online,Generic_App_Notification,0,11832.27640762499
20,4,21600.0,16674.33832428503,4795.143434025434,Male,Offer3,West,197,Brand1,In_Person,Online,Generic_App_Notification,0,130.51824168953772
